chain,event,address,block_number,block_timestamp,block_hash,transaction_hash,transaction_index,log_index,transaction_log_index,on_behalf,caller,receiver,assets,shares,market_id,loan_token,collateral_token,loan_symbol,collateral_symbol,loan_decimals,normalized_assets
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,241,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,11153641044079391939,10768188471858418586545600,0x138eec0e4a1937eb92ebc70043ed539661dd7ed5a89fb92a720b341650288a40,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,WETH,WBTC,18,11.153641044079391
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,246,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,3077971460771216544,2994940217020770961903042,0xf78b7d3a62437f78097745a5e3117a50c56a02ec5f072cba8d988a129c6d4fb6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x97Ad75064b20fb2B2447feD4fa953bF7F007a706,WETH,beraSTONE,18,3.0779714607712165
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800273,2025-06-28 03:33:35,1f9f70fce0f1455f49e58e631793b9ca6dcddea371397d2e6e36eaaf7f9fb50a,72449d126e72b5e172e933ecd5339afe7888c84c8187ad5ee7296ae550a42653,57,699,,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,7047016566787507582,6939980409291511446724048,0xf0edbb36183591ff28c56fdb283fdd6896cf1298990e5913208902adb87d2b75,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x657d9ABA1DBb59e53f9F3eCAA878447dCfC96dCb,WETH,ynETHx,18,7.047016566787508
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800273,2025-06-28 03:33:35,1f9f70fce0f1455f49e58e631793b9ca6dcddea371397d2e6e36eaaf7f9fb50a,72449d126e72b5e172e933ecd5339afe7888c84c8187ad5ee7296ae550a42653,57,704,,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,4207450153481,4150009443367531908,0x0cf0597c314f60b9e42d4666073014cf4f7cdf72dea45626aa1caad695c74f2a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x833AdaeF212c5cD3f78906B44bBfb18258F238F0,WETH,bbqWSTETH,18,4.207450153481e-06
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800286,2025-06-28 03:36:11,41592bc55af01d51300c6a0e07be30c759bc02d7fcedd10e8447dd14b089c495,2aaebbafb6056a9be300f93ba4ee6dd604a4ae04fb983c79d96308c6d1635e55,0,19,,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,2482137,2375167607902,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4956b52aE2fF65D74CA2d61207523288e4528f96,USDC,RLP,6,2.482137
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800286,2025-06-28 03:36:11,41592bc55af01d51300c6a0e07be30c759bc02d7fcedd10e8447dd14b089c495,2aaebbafb6056a9be300f93ba4ee6dd604a4ae04fb983c79d96308c6d1635e55,0,29,,0x777791C4d6DC2CE140D00D2828a7C93503c67777,0x777791C4d6DC2CE140D00D2828a7C93503c67777,0x777791C4d6DC2CE140D00D2828a7C93503c67777,1489282,1489282000000,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,USDC,,6,1.489282
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800289,2025-06-28 03:36:47,ecfaf728a7eea459509215bdd30cfe022532b950f7485d58b5a6d3aa24454f7e,d729e3c0e3d93bc796ce75a90cc622d367c15bb214a5448a9bbec110c26cfc9a,62,714,,0xbEeFc011e94f43b8B7b455eBaB290C7Ab4E216f1,0xbEeFc011e94f43b8B7b455eBaB290C7Ab4E216f1,0xbEeFc011e94f43b8B7b455eBaB290C7Ab4E216f1,15551996737333527592,15551996737333527592000000,0x2f9af50d3349c6d4dc33281ce16f97ec8a9b89baa21ffd88b3fbb9a34a90b036,0x7751E2F4b8ae93EF6B79d86419d42FE3295A4559,0x0000000000000000000000000000000000000000,wUSDL,,6,15551996737333.527
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800338,2025-06-28 03:46:35,f9186e7838d76e6367ea15a97c59c927084ea3ad94328d9979dcab36ed08dfd5,7758cf59fd34e4fa6d9d5f3d70e306502a8831c95a96062bbb0314b60f9e0125,97,193,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,370000000000000000,361808077353929577523771,0xd0e50cdac92fe2172043f5e0c36532c6369d24947e40968f34a5e8819ca9ec5d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,WETH,wstETH,18,0.37
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800338,2025-06-28 03:46:35,f9186e7838d76e6367ea15a97c59c927084ea3ad94328d9979dcab36ed08dfd5,7758cf59fd34e4fa6d9d5f3d70e306502a8831c95a96062bbb0314b60f9e0125,97,204,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,100000000000000000000,97785966852413399330748697,0xd0e50cdac92fe2172043f5e0c36532c6369d24947e40968f34a5e8819ca9ec5d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,WETH,wstETH,18,100.0
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800338,2025-06-28 03:46:35,f9186e7838d76e6367ea15a97c59c927084ea3ad94328d9979dcab36ed08dfd5,7758cf59fd34e4fa6d9d5f3d70e306502a8831c95a96062bbb0314b60f9e0125,97,226,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,49630000000000000000,48531175348852770087850579,0xd0e50cdac92fe2172043f5e0c36532c6369d24947e40968f34a5e8819ca9ec5d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,WETH,wstETH,18,49.63
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,317,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,1470555668526,1470555668526000000,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,USDC,,6,1470555.668526
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,322,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,190852962,190278331391048,0xd647ec76fd3d2e6fb2133fd496a150f91d86956ad02b0b654435501527d3da0c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3bd0C522eA444eA2B3F28777e8C20248b6E33252,USDC,PT-wsrUSD-31JUL2025,6,190.852962
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800446,2025-06-28 04:08:23,b27647e2cc76b39e44dbace6f6f6e3fe68a8b0636e01271fa40567fac1fd46f1,2aef5ce283651be3443a5ac461d2894978357facb3d92f9166d959c93f22e845,49,237,,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,32773772026,31361250798583735,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4956b52aE2fF65D74CA2d61207523288e4528f96,USDC,RLP,6,32773.772026
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800446,2025-06-28 04:08:23,b27647e2cc76b39e44dbace6f6f6e3fe68a8b0636e01271fa40567fac1fd46f1,bc49c86fdf39550a344c942cd90576949d800b99b192fa954f2be8894c07e19a,67,336,,0xA8875aaeBc4f830524e35d57F9772FfAcbdD6C45,0xA8875aaeBc4f830524e35d57F9772FfAcbdD6C45,0xA8875aaeBc4f830524e35d57F9772FfAcbdD6C45,2771368,2771368000000,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,USDC,,6,2.771368
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800460,2025-06-28 04:11:11,f21a9c71edb6c8267e9dc410b4d9f0cc6f64dac66d13450635865e4daed74fef,011ed720150b30ab371b9dc8a12d8bb8eec5e3d02c04162c65a40eb0d164f9f1,93,179,,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,1269424,1214712542273,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4956b52aE2fF65D74CA2d61207523288e4528f96,USDC,RLP,6,1.269424
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800460,2025-06-28 04:11:11,f21a9c71edb6c8267e9dc410b4d9f0cc6f64dac66d13450635865e4daed74fef,011ed720150b30ab371b9dc8a12d8bb8eec5e3d02c04162c65a40eb0d164f9f1,93,189,,0x777791C4d6DC2CE140D00D2828a7C93503c67777,0x777791C4d6DC2CE140D00D2828a7C93503c67777,0x777791C4d6DC2CE140D00D2828a7C93503c67777,761654,761654000000,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,USDC,,6,0.761654
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800468,2025-06-28 04:12:47,f109195e22721e34a2119b2d6f2d76f42786045403eb86ca848dca97dff0f769,ac447cbc8671582d235801ddb4fd718dce152a80d1e2346e1b3f9d37fd3f4aff,19,30,,0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,9091354872,8982923668656789,0xfae6c3fca4d2fe61c62d29541e84a728b660a0dbc99217750c1080a8fc7d0e45,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x14Bdc3A3AE09f5518b923b69489CBcAfB238e617,USDC,PT-eUSDE-14AUG2025,6,9091.354872
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800532,2025-06-28 04:25:47,710fafc708c6e39d0475beb8ceab3d6a2dcf3778689ed6a823caa052c2e9749a,19fb885aab6231ef4cc819e024ccb15bb98e79e0b99af690faaa4ac324c1be36,127,220,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,96785950,95617122646274,0xa3819a7d2aee958ca0e7404137d012b51ea47d051db69d94656956eff8c80c23,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCcE7D12f683c6dAe700154f0BAdf779C0bA1F89A,USDC,PT-syrupUSDC-28AUG2025,6,96.78595
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800532,2025-06-28 04:25:47,710fafc708c6e39d0475beb8ceab3d6a2dcf3778689ed6a823caa052c2e9749a,19fb885aab6231ef4cc819e024ccb15bb98e79e0b99af690faaa4ac324c1be36,127,225,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,395278823851,390254972920798272,0xbc552f0b14dd6f8e60b760a534ac1d8613d3539153b4d9675d697e048f2edc7e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,USDC,PT-sUSDE-31JUL2025,6,395278.823851
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800532,2025-06-28 04:25:47,710fafc708c6e39d0475beb8ceab3d6a2dcf3778689ed6a823caa052c2e9749a,19fb885aab6231ef4cc819e024ccb15bb98e79e0b99af690faaa4ac324c1be36,127,230,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,302905065058,301945449566661274,0x8a71a66ac828c2b6d4f8accce5859aba0822b502f3833bec4aff09479affffdb,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xB10DA2F9147f9cf2B8826877Cd0c95c18A0f42dc,USDC,PT-cUSDO-20NOV2025,6,302905.065058
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800532,2025-06-28 04:25:47,710fafc708c6e39d0475beb8ceab3d6a2dcf3778689ed6a823caa052c2e9749a,19fb885aab6231ef4cc819e024ccb15bb98e79e0b99af690faaa4ac324c1be36,127,235,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,274591884038,269496187048684291,0xbf6687cb042a09451e66ebc11d7716c49fb8ccc75f484f7fab0eed6624bd5838,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x030b69280892c888670EDCDCD8B69Fd8026A0BF3,USDC,mMEV,6,274591.884038
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800532,2025-06-28 04:25:47,710fafc708c6e39d0475beb8ceab3d6a2dcf3778689ed6a823caa052c2e9749a,19fb885aab6231ef4cc819e024ccb15bb98e79e0b99af690faaa4ac324c1be36,127,240,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,226692298234,216674966671514200,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1d08E7adC263CfC70b1BaBe6dC5Bb339c16Eec52,USDC,USD0USD0++,6,226692.298234
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800532,2025-06-28 04:25:47,710fafc708c6e39d0475beb8ceab3d6a2dcf3778689ed6a823caa052c2e9749a,19fb885aab6231ef4cc819e024ccb15bb98e79e0b99af690faaa4ac324c1be36,127,245,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,135714134449,133228128527425183,0xbed987dd46049adb1ff34de8ef761a9da3b08890fa7fff629ea9b66d049de823,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xc8CF6D7991f15525488b2A83Df53468D682Ba4B0,USDC,sUSDf,6,135714.134449
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800532,2025-06-28 04:25:47,710fafc708c6e39d0475beb8ceab3d6a2dcf3778689ed6a823caa052c2e9749a,19fb885aab6231ef4cc819e024ccb15bb98e79e0b99af690faaa4ac324c1be36,127,248,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,85152083745,85152083745000000,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,USDC,,6,85152.083745
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800532,2025-06-28 04:25:47,710fafc708c6e39d0475beb8ceab3d6a2dcf3778689ed6a823caa052c2e9749a,19fb885aab6231ef4cc819e024ccb15bb98e79e0b99af690faaa4ac324c1be36,127,253,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,32413796343,32108341637116794,0x60154d71ec96b7aee2864326662cb731172f1ebd6ca0e64af9bc8659831ed0ff,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x19Ebd191f7A24ECE672ba13A302212b5eF7F35cb,USDC,yUSD,6,32413.796343
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800532,2025-06-28 04:25:47,710fafc708c6e39d0475beb8ceab3d6a2dcf3778689ed6a823caa052c2e9749a,19fb885aab6231ef4cc819e024ccb15bb98e79e0b99af690faaa4ac324c1be36,127,258,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,8108461703,8034041748715897,0x4005ba6eb7d2221fe58102bd320aa6d83c47b212771bc950ab71c5074d9ab0ec,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x2CA5f2C4300450D53214B00546795c1c07B89acB,USDC,PT-slvlUSD-25SEP2025,6,8108.461703
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800555,2025-06-28 04:30:23,5ed22b6c15ee4e28a964fa6cbbee630586aff3dd7a511f3602c020b63cb9d4bf,acd37fa88679f615bec5bc1489649121a5b9a7b0df774b66d1dc6d71404712ff,99,229,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,844998607372706911649,823370401575010887020212600,0x5f8a138ba332398a9116910f4d5e5dcd9b207024c5290ce5bc87bc2dbd8e4a86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE72B141DF173b999AE7c1aDcbF60Cc9833Ce56a8,WETH,ETH+,18,844.9986073727069
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800555,2025-06-28 04:30:23,5ed22b6c15ee4e28a964fa6cbbee630586aff3dd7a511f3602c020b63cb9d4bf,acd37fa88679f615bec5bc1489649121a5b9a7b0df774b66d1dc6d71404712ff,99,234,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,14132029143010461318,13866104024237604067830574,0xb7ad412532006bf876534ccae59900ddd9d1d1e394959065cb39b12b22f94ff5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe1B4d34E8754600962Cd944B535180Bd758E6c2e,WETH,agETH,18,14.132029143010461
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800555,2025-06-28 04:30:23,5ed22b6c15ee4e28a964fa6cbbee630586aff3dd7a511f3602c020b63cb9d4bf,acd37fa88679f615bec5bc1489649121a5b9a7b0df774b66d1dc6d71404712ff,99,239,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,6125033966901077070,6117910497808009664700473,0x8aa8614fca17b7efd787e3677bab78fce4a4928866375e86275001515b1f8114,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x734eec7930bc84eC5732022B9EB949A81fB89AbE,WETH,ETH0,18,6.125033966901077
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800570,2025-06-28 04:33:23,60c7dd10bbc425c65a12c8953bb2420f2541170e5c07e01274e166a4304d1760,f3107ce417bce5300dfa63531f18182be3e236523bea2b794a8f2fc7228a9485,99,216,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,187424376507,185704040809192355,0x4005ba6eb7d2221fe58102bd320aa6d83c47b212771bc950ab71c5074d9ab0ec,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x2CA5f2C4300450D53214B00546795c1c07B89acB,USDC,PT-slvlUSD-25SEP2025,6,187424.376507
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800570,2025-06-28 04:33:23,60c7dd10bbc425c65a12c8953bb2420f2541170e5c07e01274e166a4304d1760,f3107ce417bce5300dfa63531f18182be3e236523bea2b794a8f2fc7228a9485,99,221,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,68979529869,66985058371458906,0xbfed072faee09b963949defcdb91094465c34c6c62d798b906274ef3563c9cac,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x738d1115B90efa71AE468F1287fc864775e23a31,USDC,srUSD,6,68979.529869
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800570,2025-06-28 04:33:23,60c7dd10bbc425c65a12c8953bb2420f2541170e5c07e01274e166a4304d1760,f3107ce417bce5300dfa63531f18182be3e236523bea2b794a8f2fc7228a9485,99,226,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,53519005195,52763625600924911,0x8b1bc4d682b04a16309a8adf77b35de0c42063a7944016cfc37a79ccac0007b6,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4737D9b4592B40d51e110b94c9C043c6654067Ae,USDC,slvlUSD,6,53519.005195
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800570,2025-06-28 04:33:23,60c7dd10bbc425c65a12c8953bb2420f2541170e5c07e01274e166a4304d1760,f3107ce417bce5300dfa63531f18182be3e236523bea2b794a8f2fc7228a9485,99,231,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,53228187863,52008533143027459,0x0f9563442d64ab3bd3bcb27058db0b0d4046a4c46f0acd811dacae9551d2b129,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5C5b196aBE0d54485975D1Ec29617D42D9198326,USDC,sdeUSD,6,53228.187863
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800570,2025-06-28 04:33:23,60c7dd10bbc425c65a12c8953bb2420f2541170e5c07e01274e166a4304d1760,f3107ce417bce5300dfa63531f18182be3e236523bea2b794a8f2fc7228a9485,99,236,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,19354821711,18553905525476193,0x5f5bfaa51137098abc90b249c93b6051987877ada76135bb3dd7502b10d184a3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x7C1156E515aA1A2E851674120074968C905aAF37,USDC,lvlUSD,6,19354.821711
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800570,2025-06-28 04:33:23,60c7dd10bbc425c65a12c8953bb2420f2541170e5c07e01274e166a4304d1760,f3107ce417bce5300dfa63531f18182be3e236523bea2b794a8f2fc7228a9485,99,241,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,13745959261,13562970963900314,0x10b401f4254a7039b7168c5a614c81ea8be698186cfb33aa56ac2adbcf0e88f9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf736acF34FF7Cd9B3565b73a1f15E652859bF322,USDC,PT-RUSD-31JUL2025,6,13745.959261
